Mon Nov 11 17:34:01 2024    output.prof

         19163925 function calls (17691946 primitive calls) in 45.691 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/integrals/transforms.py:40(IntegralTransformError)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/facts.py:286(__init__)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/patches.py:4011(get_mutation_aspect)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/projections/__init__.py:81(get_projection_class)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/guards.py:2095(Config)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_inductor/utils.py:854(LineContext)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/polyoptions.py:633(Frac)
        4    0.000    0.000    0.000    0.000 {method 'flush' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/source.py:385(AttrProxySource)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/domains/gaussiandomains.py:169(GaussianInteger)
        1    0.000    0.000    0.000    0.000 /home/rikka/Applications/pycharm-2024.2.4/plugins/python-ce/helpers/pycharm_matplotlib_backend/backend_interagg.py:146(DisplayDataObject)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/variables/misc.py:925(AutogradEngineVariable)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/agca/modules.py:504(FreeModuleQuotientRing)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/urllib/request.py:398(has_proxy)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/assumptions/assume.py:174(PredicateMeta)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/PIL/ImageOps.py:417(SupportsGetMesh)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/source.py:673(FloatTensorSource)
        4    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/functools.py:723(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/setuptools/_vendor/backports/tarfile/__init__.py:576(_StreamProxy)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_inductor/codecache.py:469(TensorMetadataAndValues)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'generator' objects}
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_numpy/_funcs.py:54(IndexExpression)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_functorch/_aot_autograd/runtime_wrappers.py:648(EffectTokensWrapper)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/_rules.py:168(_FxPass)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/geometry/entity.py:540(GeometrySet)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/fx/experimental/symbolic_shapes.py:1594(LoggingShapeGuardPrinter)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/gridspec.py:603(num2)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/solvers/ode/single.py:572(FirstLinear)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/source.py:694(ShapeEnvSource)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/polyutils.py:185(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/fx/experimental/symbolic_shapes.py:1128(RelaxedUnspecConstraint)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_higher_order_ops/map.py:35(MapWrapper)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/runtime/driver.py:47(DriverConfig)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_inductor/cudagraph_utils.py:192(BoxedDeviceIndex)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/variables/ctx_manager.py:980(StreamVariable)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/symbolic_convert.py:709(BytecodeDistpatchTableMeta)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/utils/_cxx_pytree.py:909(LeafSpecMeta)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/matrices/expressions/matexpr.py:486(get_postprocessor)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/utils/_sympy/functions.py:496(CeilDiv)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/axes/_base.py:649(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/core.py:5(Registry)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/integrals/transforms.py:1047(InverseFourierTransform)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/variables/higher_order_ops.py:1314(WrapHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/email/_header_value_parser.py:636(DomainLiteral)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/plotting/series.py:1742(Line3DBaseSeries)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_inductor/codecache.py:3327(TritonFuture)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/_rules.py:188(_NoSymbolicFunctionForCallFunction)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/integrals/transforms.py:1343(InverseCosineTransform)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/ctx_mp_python.py:33(mpnumeric)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/eval_frame.py:1709(suppress_torch_distributed_warnings)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/_trace_wrapped_higher_order_op.py:51(TraceWrapped)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/legend.py:1099(set_bbox_to_anchor)
        3    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/PIL/Image.py:579(size)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_inductor/codecache.py:723(FxGraphHashDetails)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/email/_header_value_parser.py:723(MimeParameters)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/parsing/sympy_parser.py:1229(_T)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/fx/experimental/symbolic_shapes.py:1278(SymbolicContext)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/http/client.py:748(info)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/variables/misc.py:966(LambdaVariable)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/email/_header_value_parser.py:495(Domain)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/solvers/ode/single.py:912(RiccatiSpecial)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/polyoptions.py:606(Strict)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/backends/amd/driver.py:146(HIPUtils)
        6    0.000    0.000    0.000    0.000 {built-in method io.text_encoding}
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/integrals/transforms.py:1284(CosineTransform)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/functions/special/mathieu_functions.py:9(MathieuBase)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/_distutils_hack/__init__.py:133(DistutilsLoader)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/email/_header_value_parser.py:253(BareQuotedString)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/concrete/expr_with_intlimits.py:5(ReorderError)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/encodings/idna.py:144(Codec)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_internal/fx/patcher.py:27(ONNXTorchPatcher)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/numpy/_core/numeric.py:369(_full_like_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/numbers.py:2720(RationalConstant)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/libmp/libmpf.py:692(mpf_sign)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/containers.py:374(TupleKind)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/solvers/ode/single.py:2669(SecondLinearBessel)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/domains/pythonfinitefield.py:9(PythonFiniteField)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/variables/misc.py:471(InspectParameterVariable)
        3    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/cloudpickle/cloudpickle.py:738(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/printing/numpy.py:473(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/facts.py:301(rules_alpha)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_functorch/_aot_autograd/autograd_cache.py:157(AOTAutogradCacheDetails)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/variables/misc.py:1112(GetSetDescriptorVariable)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/email/headerregistry.py:387(SingleAddressHeader)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/packaging/_musllinux.py:18(_MuslVersion)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/source.py:703(BackwardStateSource)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/compiler/compiler.py:313(LazyDict)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_internal/io_adapter.py:103(OutputAdapter)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/numpy/linalg/_linalg.py:192(_assert_stacked_2d)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_inductor/metrics.py:40(CppOuterLoopFusedCount)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/solvers/ode/single.py:839(Factorable)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/agca/modules.py:1286(SubModuleQuotientRing)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/utilities/decorator.py:95(no_attrs_in_subclass)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/PIL/Image.py:3696(register_save_all)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/email/_header_value_parser.py:349(GroupList)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/plotting/series.py:2104(ContourSeries)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/printing/numpy.py:33(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/polyoptions.py:659(Include)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/multiprocessing/util.py:48(debug)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/variables/lazy.py:135(LazySymNodeFormatString)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/variables/misc.py:1177(TypingVariable)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/guards.py:2109(Replacer)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/importlib/metadata/__init__.py:873(legacy_normalize)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/tensor/index_methods.py:22(IndexConformanceException)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/polyerrors.py:13(ExactQuotientFailed)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/calculus/quadrature.py:260(TanhSinh)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_functorch/_aot_autograd/autograd_cache.py:251(FXGraphCacheLoadable)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/context.py:253(RuntimeErrorWithDiagnostic)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/email/_header_value_parser.py:219(EncodedWord)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/stable_baselines3/common/vec_env/base_vec_env.py:99(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/rikka/Applications/pycharm-2024.2.4/plugins/python-ce/helpers/pycharm_matplotlib_backend/backend_interagg.py:132(FigureManagerInterAgg)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/ctx_iv.py:292(ivmpf_constant)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/setuptools/_vendor/jaraco/context.py:330(on_interrupt)
