Mon Nov 11 17:34:01 2024    output.prof

         19163925 function calls (17691946 primitive calls) in 45.691 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_invocation.py:17(Invocation)
        4    0.000    0.000    0.000    0.000 /home/rikka/Applications/pycharm-2024.2.4/plugins/python-ce/helpers/pycharm_display/datalore/display/display_log.py:8(debug)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:305(_isna_string_dtype)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/io/common.py:550(infer_compression)
       18    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/axis.py:2263(<genexpr>)
      257    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/transforms.py:1819(get_affine)
       36    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/ticker.py:1637(raise_if_exceeds)
      249    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/zipfile.py:1121(_fileobj)
      252    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:2920(_min_dispatcher)
       84    0.000    0.000    0.000    0.000 {built-in method math.log10}
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/device_interface.py:154(CudaInterface)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/simplify/sqrtdenest.py:1(<module>)
       93    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/email/message.py:479(set_raw)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/axis.py:1178(get_inverted)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/functions/elementary/hyperbolic.py:1737(acoth)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/utilities/enumerative.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/utils/_triton.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/optree/typing.py:154(_tp_cache)
        5    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/integrals/transforms.py:242(make_wrapper)
     11/1    0.000    0.000    0.000    0.000 /home/rikka/Applications/pycharm-2024.2.4/plugins/python-ce/helpers/pycharm_display/datalore/display/supported_data_type.py:45(_standardize_value)
      256    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:2776(_max_dispatcher)
       84    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/gymnasium/envs/classic_control/mountain_car.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/core/construction.py:696(_sanitize_ndim)
       12    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/nn/init.py:72(calculate_gain)
        6    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/symbolic_opset9.py:1593(_adaptive_pool)
       19    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/language/core.py:163(__init__)
       36    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/enum.py:198(<dictcomp>)
        8    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/core/internals/managers.py:236(set_axis)
       25    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/printing/pretty/pretty_symbology.py:134(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/tensor/index_methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/ntheory/qs.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/importlib/metadata/__init__.py:837(search)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/PIL/GifImagePlugin.py:54(LoadingStrategy)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/core/internals/managers.py:1772(_consolidate_check)
        6    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/symbolic_opset10.py:430(_interpolate)
       62    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/transforms.py:272(y1)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_internal/fx/serialization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/tensor/_tp_conv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/functions/elementary/miscellaneous.py:35(IdentityFunction)
        3    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/symbolic_opset10.py:386(_avg_pool)
        8    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1571(validate_all_hashable)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/axes/_base.py:237(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/matrices/eigen.py:1(<module>)
       32    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/numpy/_core/arrayprint.py:765(_extendLine)
        4    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/gymnasium/envs/registration.py:262(parse_env_id)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/axis.py:1871(set_major_formatter)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/gymnasium/wrappers/order_enforcing.py:37(__init__)
       11    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/patches.py:500(set_capstyle)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/PIL/Image.py:3087(new)
       12    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/cloudpickle/cloudpickle.py:1303(__init__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/tensor/_op_schema.py:128(OpStrategy)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/domains/pythonrationalfield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/importlib/metadata/__init__.py:794(zip_children)
       40    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/text.py:429(<listcomp>)
       77    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/enum.py:786(__reduce_ex__)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/multipledispatch/dispatcher.py:46(ambiguity_register_error_ignore_dup)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/symbol.py:206(Symbol)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/io/parsers/c_parser_wrapper.py:201(_set_noconvert_columns)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/coreerrors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/solvers/polysys.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/email/feedparser.py:139(__init__)
        3    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/symbolic_opset9.py:1517(_avg_pool)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/evalf.py:1390(_create_evalf_table)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/numpy/_core/_dtype.py:34(__str__)
        3    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/serialization.py:696(__init__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/numberfields/subfield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/_composable/fsdp/_fsdp_param.py:137(ShardedState)
       12    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/core/common.py:568(require_length_match)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/libmp/libmpf.py:136(<listcomp>)
       50    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/text.py:321(set_antialiased)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/domains/expressiondomain.py:26(__init__)
       12    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/core/series.py:734(name)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/functions/elementary/trigonometric.py:2573(atan)
      134    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/text.py:317(get_rotation_mode)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/domains/gmpyrationalfield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/matrices/immutable.py:30(ImmutableRepMatrix)
       52    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/typing.py:714(__hash__)
        3    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/eval_frame.py:297(__init__)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/io/parsers/base_parser.py:191(_validate_parse_dates_presence)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:866(is_package)
       12    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/basic.py:256(__hash__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/setuptools/_distutils/dist.py:52(Distribution)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_numpy/_unary_ufuncs_impl.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/symbolic_opset9.py:1966(wrap_logical_op_with_negation)
        5    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/warnings.py:181(_add_filter)
       43    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/variables/base.py:366(__init__)
      117    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/sre_compile.py:477(_get_iscased)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/numbers.py:3312(NaN)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/matrices/ddm.py:102(DDM)
        5    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/symbolic_helper.py:1768(_reduce_with_dtype_helper)
       87    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/domains/gaussiandomains.py:326(GaussianIntegerRing)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/utils/checkpoint.py:1226(CheckpointPolicy)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/importlib/_common.py:60(get_package)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/domains/fractionfield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/facts.py:411(__init__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/http/client.py:248(__init__)
       38    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/assumptions.py:494(make_property)
        3    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/matrices/matrices.py:749(__init__)
        4    0.000    0.000    0.000    0.000 /home/rikka/Applications/pycharm-2024.2.4/plugins/python-ce/helpers/pycharm_display/datalore/display/display_log.py:15(check_if_debugging_enabled)
        6    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/symbolic_opset9.py:3238(_unsupported_dropout)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/printing/defaults.py:1(<module>)
      256    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/libmp/libintmath.py:62(python_trailing)
        3    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/random.py:506(choices)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/domains/gmpyintegerring.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/inspect.py:744(cleandoc)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/plotting/plotgrid.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_ops.py:1291(__getattr__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/domains/ring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/external/importtools.py:14(__sympy_debug)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/fsdp/fully_sharded_data_parallel.py:120(OptimStateKeyType)
        8    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/_collections_abc.py:983(clear)
        6    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/http/client.py:1239(putheader)
      4/1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/functools.py:725(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_external_properties.py:25(ExternalProperties)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/fsdp/_optim_utils.py:1302(StateInfo)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/gridspec.py:397(get_subplot_params)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/external_utils.py:1(<module>)
       28    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/rational.py:7(create_reduced)
        5    0.000    0.000    0.000    0.000 {built-in method torch._C._nn._parse_to}
        9    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_library/autograd.py:28(Metadata)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/ctx_fp.py:12(FPContext)
        6    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/symbolic_helper.py:1755(_overload_by_arg_count)
       24    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/ticker.py:754(<genexpr>)
      168    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/text.py:601(get_wrap)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/ticker.py:2190(view_limits)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/utilities/misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/stable_baselines3/common/vec_env/base_vec_env.py:58(__init__)
       76    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/os.py:759(decode)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_inductor/codecache.py:190(CacheBase)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/algorithms/_checkpoint/checkpoint_wrapper.py:19(CheckpointImpl)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/cbook.py:1787(sanitize_sequence)
      168    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/text.py:1351(get_parse_math)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/zipfile.py:2355(__init__)
      124    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/functions/functions.py:85(defun)
      111    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/__future__.py:68(get_swap_module_params_on_conversion)
       58    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/typing.py:1053(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/variables/sdpa.py:1(<module>)
       76    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/spines.py:558(__getattr__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/context.py:23(Diagnostic)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/traversal.py:1(<module>)
       24    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/serialization.py:450(_backend_tag)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/core/internals/managers.py:1012(iget)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/device_interface.py:127(DeviceGuard)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/optim/optimizer.py:518(_patch_step_function)
       14    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/core/indexes/base.py:5144(_values)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/threading.py:827(__init__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/setuptools/_distutils/log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/source.py:271(TensorProperty)
       36    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_namedtensor_internals.py:12(check_serializing_named_tensor)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/legend.py:1278(_get_legend_handles_labels)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/legend.py:646(set_loc)
       95    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/collections/__init__.py:402(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/gymnasium/wrappers/time_limit.py:27(__init__)
       29    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/core.py:17(__setattr__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/numbers.py:1741(Integer)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/utils.py:2267(TensorStaticReason)
        6    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/numbers.py:3567(__hash__)
       28    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_logging/_internal.py:115(register_artifact_log)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/factortools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/utils.py:1(<module>)
       80    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_numpy/_ndarray.py:85(create_method)
       36    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/serialization.py:435(_cpu_tag)
        4    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_decomp/__init__.py:150(register_decomposition)
       25    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/polyoptions.py:62(__init__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/setuptools/_distutils/command/bdist.py:36(bdist)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/multipledispatch/conflict.py:34(super_signature)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/utils/_sympy/value_ranges.py:421(SymPyValueRangeAnalysis)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/solvers/ode/hypergeometric.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/posixpath.py:100(split)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/axes/_base.py:3190(set_axisbelow)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/sets/powerset.py:10(PowerSet)
       16    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/core/series.py:831(_values)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/tensor/_ops/_experimental_ops.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/gymnasium/spaces/box.py:294(get_precision)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/domains/complexfield.py:63(dtype)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/_composable/fsdp/_fsdp_state.py:73(FSDPState)
       26    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/cbook.py:1758(safe_isfinite)
       67    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/typing.py:810(<genexpr>)
      186    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/dataclasses.py:839(_hash_set_none)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/_composable/fsdp/_fsdp_param_group.py:43(FSDPCommContext)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/io/parsers/base_parser.py:362(_make_index)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/solvers/inequalities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/_shard/sharded_tensor/metadata.py:10(MEM_FORMAT_ENCODING)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/stable_baselines3/common/vec_env/util.py:47(obs_space_info)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/matrices/domainscalar.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/uuid.py:718(uuid4)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/packaging/_elffile.py:33(EMachine)
